Date,,,,,,,Qty,Frac,Item,Unit,Cals,Carb,Fib.
,,,,,,,2,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,Pasty,150,277,22.7,0
,,,,,,,200,,Baked beans,1,78,12.5,3.6
,,,,,,,80,,Tomato,1,20,3.1,1
,,,,,,,90,,Coleslaw,1,181,5.4,1.5
,,,,,,,900,,"Ginger beer, diet",1,1.7,0,0
,,,,,,,119,3,Carrot,1,41,9.6,2.8
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Pepper, yellow",115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,640,3,Chicken fillet,1,137,0.2,0
,,,,,,,,3,Coconut cream,250,219,4.5,0.2
,,,,,,,,3,"Garlic, very lazy, tsp",5,76,11.3,4.9
,,,,,,,70,3,Thai curry paste,1,109,21,0
,,,,,,,,3,Chickpeas,240,122,16.5,6.1
,,,,,,,,,Lo-Dough pieces,28,139,7.9,33.2
25/07/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,,,"Banana, small",85,103,23.2,1.1
,,,,,,,,,Carrot,1,41,9.6,2.8
,,,,,,,100,,Cucumber,1,15,3.6,0.5
,,,,,,,90,,Celery,1,16,3,1.6
,,,,,,,,,Tzatziki,1,129,4.4,0.3
,,,,,,,60,,Houmous,1,278,10.6,5.3
,,,,,,,2,,"Orange juice, carton",100,32,6.9,0
,,,,,,,250,,Salt+pepper king prawns,1,216.3,15.3,0
,,,,,,,250,,Special Foo Yong,1,134.9,2.8,0.5
,,,,,,,50,,Singapore rice vermicelli,1,114,26.4,2.1
,,,,,,,600,,"Tonic water, diet",1,2,0,0
26/07/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,,"Bread, slice",25,266,50.6,2.4
,,,,,,,5,,Butter,1,717,0.1,0
,,,,,,,,,Fortune cookie,8,378,84,1.6
,,,,,,,,,"Bacon, slice",8,541,1.4,0
,,,,,,,64,5.3,Celery,1,16,3,1.6
,,,,,,,120,5.3,Onion,1,34.8,7.8,1.5
,,,,,,,50,5.3,Pepper,1,32,7.6,1.4
,,,,,,,,5.3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,50,5.3,Green Beans,1,32,3.1,3.4
,,,,,,,,5.3,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,,5.3,"Garlic, clove",3,133,33.1,2.1
,,,,,,,112,5.3,Carrot ,1,41,9.6,2.8
,,,,,,,189,5.3,Broccoli,1,34,7,2.6
,,,,,,,2,,Chicken kababs,60,230,7.4,0.5
,,,,,,,2,,Lamb kebabs,66.3,162,26,0
,,,,,,,30,5.3,Spray oil,0.2,2,0.3,0.1
,,,,,,,330,5.3,Egg fried rice,1,163,31,1.1
,,,,,,,,5.3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,5.3,"Chopped tomatoes, carton",400,20,3,0.9
,,,,,,,,,Pear,100,43,10.9,1.6
,,,,,,,,,"Protein yoghurt, passionfruit",200,70,6.8,0
27/07/19,,,,,,,,,"Protein yoghurt, passionfruit",200,70,6.8,0
,,,,,,,,,"Apples, braeburn",100,57,11.6,0
,,,,,,,64,2.5,Celery,1,16,3,1.6
,,,,,,,120,2.5,Onion,1,34.8,7.8,1.5
,,,,,,,50,2.5,Pepper,1,32,7.6,1.4
,,,,,,,,2.5,"Stock pot, chicken",28,160,26,0.7
,,,,,,,50,2.5,Green Beans,1,32,3.1,3.4
,,,,,,,,2.5,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,,2.5,"Garlic, clove",3,133,33.1,2.1
,,,,,,,112,2.5,Carrot ,1,41,9.6,2.8
,,,,,,,189,2.5,Broccoli,1,34,7,2.6
,,,,,,,30,2.5,Spray oil,0.2,2,0.3,0.1
,,,,,,,330,2.5,Egg fried rice,1,163,31,1.1
,,,,,,,,2.5,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,2.5,"Chopped tomatoes, carton",400,20,3,0.9
,,,,,,,,2.3,Chicken thighs,500,195,0.7,0.1
,,,,,,,,,Pear,100,43,10.9,1.6
,,,,,,,,,Spray oil,0.2,2,0.3,0.1
,,,,,,,4,,"Bacon, slice",8,541,1.4,0
,,,,,,,3,,Eggs,50,155,1.1,0
,,,,,,,75,,"Mushroom, large",1,16,0.1,1.1
,,,,,,,44,,Cheddar,1,416,0.2,0
,,,,,,,111,,"Tomato, beef",1,20,3.1,1
28/07/19,,,,,,,,,"Banana, small",85,103,23.2,1.1
,,,,,,,,,Rainbow salad (?),100,64,9.4,2.6
,,,,,,,,,Mini-pudding,80,321.3,25.5,0.4
,,,,,,,2,,Slimline tonic,75,2,0,0
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,"Soup, carrot and butternut",600,34,3.3,1.1
,,,,,,,1.5,,Thins,40,225,38.6,3.5
,,,,,,,50,,"Cheese, greek salad",1,261,0,0
,,,,,,,,,Costas Americano,382,2,0.3,0
,,,,,,,2,,"Costas hazelnut syrup, pump",5,285,70.3,0
,,,,,,,4,,Dates,19,279,64.5,6.7
29/07/19,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,,Baked beans,415,78,12.5,3.6
,,,,,,,75,,Flat mushroom,1,16,0.1,1.1
,,,,,,,2,,Shroomdog sausage,50,109,14.3,4.9
,,,,,,,200,,"Tomato, beef",1,20,3.1,1
,,,,,,,2,,Poached eggs,50,143,0.7,0
,,,,,,,1.5,,Thins,40,225,38.6,3.5
,,,,,,,2,,"Bread, slice",25,266,50.6,2.4
,,,,,,,50,,Ham,1,133,0.2,0
,,,,,,,10,,Lurpak,1,516,0.4,0
,,,,,,,40,,"Tomato, beef",1,20,3.1,1
,,,,,,,,,"Crisps, cheese/onion",25,530,54,4.3
,,,,,,,,,"Banana, small",85,103,23.2,1.1
,,,,,,,,,"Pear, conference",100,43,10.9,1.6
,,,,,,,,,Gin & Tonic,100,143,12.1,0
,,,,,,,300,,"Ginger beer, diet",1,1.7,0,0
30/07/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,,,"Banana, small",85,103,23.2,1.1
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,4,"Pepper, red",115,32,7.6,1.4
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,0,4,Bacon medallions,1,541,1.4,0
,,,,,,,,4,"Chopped tomatoes, carton",400,20,3,0.9
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,"Garlic, clove",3,133,33.1,2.1
,,,,,,,40,4,Spray oil,0.2,2,0.3,0.1
,,,,,,,,,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,5,,Dates,19,279,64.5,6.7
,,,,,,,600,,"Ginger beer, diet",1,1.7,0,0
31/07/19,,,,,,,,,Porridge,27,370,59,9
,,,,,,,2,,Dates,19,279,64.5,6.7
,,,,,,,150,,Carrot ,1,41,9.6,2.8
,,,,,,,100,,Celery,1,16,3,1.6
,,,,,,,100,,Cucumber,1,15,3.6,0.5
,,,,,,,,,Tzatziki,1,129,4.4,0.3
,,,,,,,10,,Houmous w caramelized onion,1,297,13.3,4.7
,,,,,,,,,Love your veg meal,350,102,10.4,1.6
,,,,,,,,,"Chicken strippers, Dominos",100,267,14,0
,,,,,,,,6,"Barbecue pizza, large",1472,248,27.7,1.4
,,,,,,,1000,,"Tonic water, diet",1,2,0,0
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,10,,Olives,3.5,160,0.6,3.6
01/08/19,,,,,,,2,,Porridge,27,370,59,9
,,,,,,,10,,Carrs Table Water,7.6,412,73.9,4.2
,,,,,,,100,,Smoked salmon slices,1,204,1.1,0
,,,,,,,75,,Ricotta,1,105,3,0
,,,,,,,300,,Pink grapefruit squash,1,7,1.4,0
,,,,,,,100,,"Tonic water, diet",1,2,0,0
,,,,,,,300,,"Ginger beer, diet",1,1.7,0,0
,,,,,,,120,,Steak,1,192,0.2,0.2
,,,,,,,,2,Tender medley veg,160,39,4.3,3.6
,,,,,,,,2,"Pepper, red",115,32,7.6,1.4
,,,,,,,,2,Onion,240,34.8,7.8,1.5
,,,,,,,2,,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,6,"Tomato, beef",200,20,3.1,1
,,,,,,,,,"Protein yoghurt, blueberry",200,62,5.3,0
,,,,,,,,,"Banana, small",85,103,23.2,1.1
02/08/19,,,,,,,,,Jacket potato,250,93,21,1.8
,,,,,,,150,,Prawn Marie Rose,1,131,3,0
,,,,,,,0,,Lime mayonnaise,0,0,0,0
,,,,,,,50,,Lettuce,1,14,1.3,1.3
,,,,,,,40,,Cucumber,1,15,3.6,0.5
,,,,,,,0.5,,"Tomato, beef",200,20,3.1,1
,,,,,,,,,"Chips, takeaway small",300,239,30.5,2.2
,,,,,,,2,,"Ham, slice",24,133,0.2,0
,,,,,,,,,Breyers ice cream,1,128,20,0
,,,,,,,2,,"Tonic, slimline",150,2,0,0
,,,,,,,750,,"Ginger beer, diet",1,1.7,0,0
,,,,,,,,,Pink grapefruit squash,1,7,1.4,0
03/08/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,300,,"Tonic water, diet",1,2,0,0
,,,,,,,10,,Carrs Table Water,7.6,412,73.9,4.2
,,,,,,,100,,Smoked salmon slices,1,204,1.1,0
,,,,,,,75,,Ricotta,1,105,3,0
,,,,,,,,3.3,Chicken breast fillets,640,137,0.2,0
,,,,,,,120,3.3,Carrot ,1,41,9.6,2.8
,,,,,,,80,3.3,Celery,1,16,3,1.6
,,,,,,,,3.3,Onion,240,34.8,7.8,1.5
,,,,,,,50,3.3,Green beans,1,32,3.1,3.4
,,,,,,,2,3.3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,2,3.3,"Garlic, clove",3,133,33.1,2.1
,,,,,,,,,Orange,175,47,12,2.4
,,,,,,,,,"Pear, conference",100,43,10.9,1.6
,,,,,,,,,Nectarine,115,45,9,1.2
,,,,,,,115,3.3,Potato,1,76,16,1.8
,,,,,,,6,3,"Self-raising flour, ounce",28.4,335,69.9,3.7
,,,,,,,3,3,"Atora original, ounce",28.4,816,10.7,0.6
04/08/19,,,,,,,2,,Porridge,27,370,59,9
,,,,,,,2,,"Milk, skimmed",150,37,5,0
,,,,,,,,5,Chicken breast fillets,640,137,0.2,0
,,,,,,,120,5,Carrot ,1,41,9.6,2.8
,,,,,,,80,5,Celery,1,16,3,1.6
,,,,,,,,5,Onion,240,34.8,7.8,1.5
,,,,,,,50,5,Green beans,1,32,3.1,3.4
,,,,,,,2,5,"Stock pot, chicken",28,160,26,0.7
,,,,,,,2,5,"Garlic, clove",3,133,33.1,2.1
,,,,,,,115,5,Potato,1,76,16,1.8
,,,,,,,6,6,"Self-raising flour, ounce",28.4,335,69.9,3.7
,,,,,,,3,6,"Atora original, ounce",28.4,816,10.7,0.6
,,,,,,,,,Salad,,,,2.6
,,,,,,,,,Scone (Giles),,,,
,,,,,,,3,,"Ham, slice",,,,0
,,,,,,,50,,Pasta,1,367.5,73.5,3.2
,,,,,,,,,Pavlova,,,,
,,,,,,,250,,Fruit salad,1,73,19.1,1
,,,,,,,,,Elderflower,,,,
,,,,,,,,,Lemonade,,,,
05/08/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,,2,"Coffee, milk",60,37,5.2,0
,,,,,,,,2,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,2,,Thins,40,225,38.6,3.5
,,,,,,,75,,Ricotta,1,105,3,0
,,,,,,,100,,Smoked salmon slices,1,204,1.1,0
,,,,,,,500,,"Fruit salad, large",1,73,19.1,1
,,,,,,,,,Vegetable Singapore Noodles,350,102,10.4,1.6
,,,,,,,600,,"Ginger beer, diet",1,1.7,0,0
,,,,,,,300,,Pepsi Max Ginger,1,0.4,0,0
06/08/19,,,,,,,250,,Fruit salad,1,73,19.1,1
,,,,,,,,,"Banana, small",60,103,23.2,1.1
,,,,,,,,,"Soup, glorious",600,37,4.9,1.5
,,,,,,,50,,Greek salad cheese,1,261,0,0
,,,,,,,1.5,,Thins,40,225,38.6,3.5
,,,,,,,,3.3,Beef mince,500,168,0.1,0
,,,,,,,,3.3,Onion,240,34.8,7.8,1.5
,,,,,,,,3.3,"Pepper, red",115,32,7.6,1.4
,,,,,,,5,3.3,"Bacon, slice",8,541,1.4,0
,,,,,,,,3.3,"Garlic, clove",3,133,33.1,2.1
,,,,,,,,3.3,Dolmio Bolognese (N.A.S.),750,38,6.2,1.3
,,,,,,,130,,Spaghetti,1,367.5,73.5,3.2
07/08/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,100,,Carrot ,1,41,9.6,2.8
,,,,,,,75,,Celery,1,16,3,1.6
,,,,,,,100,,Cucumber,1,15,3.6,0.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,100,,Tzatziki,1,129,4.4,0.3
,,,,,,,100,,Houmous,1,278,10.6,5.3
,,,,,,,,2,Guacamole,170,228,3.9,3.8
,,,,,,,200,4,Gammon steak,1,158,1,0.6
,,,,,,,,6,New potatoes in herb butter,385,75,11.1,1.9
,,,,,,,,,Tender medley veg,160,39,4.3,3.6
,,,,,,,70,,Parsley sauce,1,73,9.9,0.2
,,,,,,,,2.5,Watermelon,440,35,7.6,0.1
,,,,,,,,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,8,Strawberries,400,33,6.1,0
,,,,,,,300,,"Tonic water, diet",1,2,0,0
08/08/19,,,,,,,2.5,,Thins,40,225,38.6,3.5
,,,,,,,2,,"Ham, slice",24,133,0.2,0
,,,,,,,100,,Tzatziki,1,129,4.4,0.3
,,,,,,,,,"Caramel Macchiato, large",100,250,35,0
,,,,,,,,,"Mini caramel waffles, packet 20",100,720,99,1
,,,,,,,600,,"Tonic water, diet",1,2,0,0
,,,,,,,,2,Onion,240,34.8,7.8,1.5
,,,,,,,,2,"Pepper, red",115,32,7.6,1.4
,,,,,,,80,2,Green beans,1,32,3.1,3.4
,,,,,,,2,2,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,2,Cod loin,250,98,0.2,0.2
,,,,,,,,2,Prawns,165,108,0.2,0
,,,,,,,,2,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,100,2,Broccoli,1,34,7,2.6
09/08/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,1.5,,"Coffee, milk",60,37,5.2,0
,,,,,,,1.5,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,100,,"Salad, caramel square, undressed",1,16,3,1.6
,,,,,,,,,Deli wraps,61.2,304,50.2,6.2
,,,,,,,0.5,,Chicken breast,160,137,0.2,0
,,,,,,,50,,Goats cheese,1,291,1,0
,,,,,,,50,,Spinach,1,23,3.6,2.2
,,,,,,,0.1,,Caramelized onion,240,34.8,7.8,1.5
,,,,,,,,,Iced latte,100,150,15,0
,,,,,,,,2,Chicken crown,525,160,0.1,0
,,,,,,,,,"Tomato, beef",200,20,3.1,1
,,,,,,,,2,Onion,240,34.8,7.8,1.5
,,,,,,,,2,"Pepper, red",115,32,7.6,1.4
,,,,,,,2,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,130,2,Green beans,1,32,3.1,3.4
,,,,,,,100,,Broccoli,1,34,7,2.6
10/08/19,,,,,,,2,,Porridge,27,370,59,9
,,,,,,,2,,"Milk, skimmed",150,37,5,0
,,,,,,,0.6,,Chunky chicken,400,140,3.4,0.6
,,,,,,,,,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,75,,Peas,1,85,10.8,5.6
,,,,,,,,2,Tender medley veg,160,39,4.3,3.6
,,,,,,,900,,Pepsi Max Ginger,1,0.4,0,0
,,,,,,,,2,"Ice cream, salted caramel",1,128,20,0
,,,,,,,3,,Dates,19,279,64.5,6.7
,,,,,,,2,,"Wraps, mission deli seeded",60.9,304,50.1,6.2
,,,,,,,2,,"Ham, slice",24,133,0.2,0
,,,,,,,50,,Cheddar,1,416,0.2,0
,,,,,,,15,,"Chutney, caramelized onion",1,161,37.3,2.1
11/08/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,6,,Carrs Table Water,7.6,412,73.9,4.2
,,,,,,,4,,"Flatbreads, Jacobs",10.2,419,71.2,5.1
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,60,,Goats cheese,1,291,1,0
,,,,,,,100,,Tzatziki,1,129,4.4,0.3
,,,,,,,100,,Smoked salmon slices,1,204,1.1,0
,,,,,,,,,"Wraps, mission deli seeded",60.9,304,50.1,6.2
,,,,,,,,,"Kebabs, chicken and herb",60,230,7.4,0.5
,,,,,,,100,,Salad leaf,1,16,3,1.6
,,,,,,,10,,Tzatziki,1,129,4.4,0.3
,,,,,,,10,,Guacamole,1,228,3.9,3.8
,,,,,,,600,,"Ginger beer, diet",1,1.7,0,0
12/08/19,,,,,,,2,,Oatibix,21.5,395,64,7.3
,,,,,,,150,,"Milk, skimmed",1,37,5,0
,,,,,,,250,,Salad leaf,1,16,3,1.6
,,,,,,,2,,"Ham, slice",24,133,0.2,0
,,,,,,,15,,Tzatziki,1,129,4.4,0.3
,,,,,,,,,Chicken kebab,60,230,7.4,0.5
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,,McDonalds signature classic,261,267.4,16.5,1
,,,,,,,,,McDonalds large fries,100,444,55,4.8
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,3,,"Half sugar, half teaspoon",2,400,98.9,0
13/08/19,,,,,,,,,"Protein yoghurt, blueberry",200,62,5.3,0
,,,,,,,,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,0.67,,Tomato,200,20,3.1,1
,,,,,,,50,,Coleslaw,1,181,5.4,1.5
,,,,,,,,,Petit pain,48.1,285,58.8,2.9
,,,,,,,60,,Cheddar,1,416,0.2,0
,,,,,,,,8,Brie,200,410,0,0
,,,,,,,2,,"Coffee, milk",60,37,5.2,0
,,,,,,,3,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,,"Fish pie, Sainsburys",450,117,10.6,0.9
,,,,,,,,,Tender medley veg,160,39,4.3,3.6
,,,,,,,2,15,Brownie,100,2186,117,28
14/08/19,,,,,,,2,,"Coffee, milk",60,37,5.2,0
,,,,,,,2,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,2,,"Eggs, boiled",50,143,0.7,0
,,,,,,,2,,"Granary bread, slice",38,256,46.4,3.7
,,,,,,,2,15,Brownie,100,2186,117,28
,,,,,,,10,,Lurpak,1,516,0.4,0
,,,,,,,300,,"Tonic water, diet",1,2,0,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,0.33,3,Green beans,1,32,3.1,3.4
,,,,,,,0.63,3,"Bacon medallions, pack",200,541,1.4,0
,,,,,,,,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Passata,500,22,3.1,1.2
,,,,,,,120,3,Pasta (dry),1,367.5,73.5,3.2
,,,,,,,7.5,3,Tomato paste,1,94,15.4,2.5
,,,,,,,5,,Dates,19,279,64.5,6.7
15/08/19,,,,,,,,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,,Mozzarella+tomato panini,145,241.4,29,2.1
,,,,,,,,,Iced latte,365,28,3.6,0
,,,,,,,3,,Sugar packet,1,400,99.9,0
,,,,,,,,,Tassimo capuccino,215,21,1.2,0
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,5,,"Sugar, tsp",1,400,99.9,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,2,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,3,Beef steaks,350,192,0.2,0.2
,,,,,,,,2,Broccoli,1,34,7,2.6
,,,,,,,,1.3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,30,3,Spray oil,0.2,2,0.3,0.1
,,,,,,,,3,Crème Fraiche,200,168,4.8,0
,,,,,,,,3,Stock pot,28,95,3.4,0.9
16/08/19,,,,,,,3,,Oatibix,21.5,395,64,7.3
,,,,,,,250,,"Milk, skimmed",1,37,5,0
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,"Pepper, red",115,32,7.6,1.4
,,,,,,,0.33,4,Green beans,1,32,3.1,3.4
,,,,,,,0.63,4,"Bacon medallions, pack",200,541,1.4,0
,,,,,,,,4,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,Passata,500,22,3.1,1.2
,,,,,,,120,4,Pasta (dry),1,367.5,73.5,3.2
,,,,,,,7.5,4,Tomato paste,1,94,15.4,2.5
,,,,,,,1,15,Brownie,100,2186,117,28
,,,,,,,,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,,Orange,175,47,12,2.4
,,,,,,,,2,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,2,Prawns,165,108,0.2,0
,,,,,,,,2,"Potatoes, herb butter",385,75,11.1,1.9
,,,,,,,,,Farmhouse veg,135,30,3.3,2.2
,,,,,,,150,2,Peas,1,85,10.8,5.6
17/08/19,,,,,,,2,,Porridge,27,370,59,9
,,,,,,,2,,"Milk, skimmed",150,37,5,0
,,,,,,,,,Apple,100,57,11.6,0
,,,,,,,1,15,Brownie,100,2186,117,28
,,,,,,,,,"Soup, glorious",600,37,4.9,1.5
,,,,,,,2,,"Bread, granary",38,256,46.4,3.7
,,,,,,,50,,Greek cheese,1,261,0,0
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,300,,"Ginger beer, diet",1,1.7,0,0
,,,,,,,300,,"Tonic water, diet",1,2,0,0
,,,,,,,,3,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,3,Prawns,165,108,0.2,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,0.67,3,"Tomato, beef",200,20,3.1,1
,,,,,,,0.38,3,"Bacon medallions, pack",200,541,1.4,0
,,,,,,,,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,3,Chorizo,75,338,1.1,0
,,,,,,,,3,Passata,500,22,3.1,1.2
,,,,,,,,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,0.5,3,Tuna,160,113,0,0
18/08/19,,,,,,,,,Trio of roasts,,,,
,,,,,,,,2.5,Millionaire's cheesecake,,,,
27/08/19,,,,,,,3,,Oatibix,21.5,395,64,7.3
,,,,,,,250,,"Milk, skimmed",1,37,5,0
,,,,,,,,,Apple,100,57,11.6,0
,,,,,,,,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,,Nectarine,115,45,9,1.2
,,,,,,,,,"Banana, small",60,103,23.2,1.1
,,,,,,,0.3,,New potatoes in herb butter,385,75,11.1,1.9
,,,,,,,,4,Steak,350,192,0.2,0.2
,,,,,,,,,Salad,100,64,9.4,2.6
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,125,,Carrot ,1,41,9.6,2.8
,,,,,,,,,"Mushroom, large",75,16,0.1,1.1
,,,,,,,30,3,Spray oil,0.2,2,0.3,0.1
,,,,,,,100,,Squash,1,227.3,57.3,0
28/08/19,,,,,,,950,,Grapefruit squash,1,7,1.4,0
,,,,,,,950,3,"Orange Juice, diluted",1,32,6.9,0
,,,,,,,2,,"Thins, warburtons",40,252,45.2,3.5
,,,,,,,100,,Smoked salmon slices,1,204,1.1,0
,,,,,,,40,,Philadelphia Light,1,150,5.2,0.4
,,,,,,,,2,Breyers ice cream,500,128,20,0
,,,,,,,,,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,"Pepper, red",115,32,7.6,1.4
,,,,,,,150,4,Green beans,1,32,3.1,3.4
,,,,,,,,4,Kidney beans,400,105,12.8,7.8
,,,,,,,,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,4,4,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,4,"Mushroom, large",75,16,0.1,1.1
,,,,,,,2,4,"Garlic, clove",3,133,33.1,2.1
,,,,,,,,4,"Passata, carton",500,22,3.1,1.2
,,,,,,,30,4,Spray oil,0.2,2,0.3,0.1
30/08/19,,,,,,,,2,Mozzarella cheese,125,172,0,0
,,,,,,,,2,Tomato,200,20,3.1,1
,,,,,,,,2,Avocado,140,198,1.9,3.4
,,,,,,,75,2,Lettuce,1,14,1.3,1.3
,,,,,,,20,,Tzatziki,1,129,4.4,0.3
,,,,,,,70,,Cucumber,1,15,3.6,0.5
,,,,,,,2,,Chicken drumsticks,80,160,0,0
,,,,,,,,2,Three Bean salad,250,114,14.8,6.1
,,,,,,,230,3,"Rice, arborio",1,118,25.9,1.1
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,25,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Bacon medallions, pack",200,541,1.4,0
,,,,,,,,3,"Garlic, very lazy, tsp",5,76,11.3,4.9
,,,,,,,,3,"Tuna, tin",160,113,0,0
,,,,,,,,3,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,3,Prawns,165,108,0.2,0
,,,,,,,,2,"Beans, broccoli, sweetcorn",240,27,3.1,3.1
,,,,,,,50,,Bottlegreen cordial,1,227.3,57.3,0
,,,,,,,,,"Coffee, milk",60,37,5.2,0
,,,,,,,,,"Half sugar, half teaspoon",1,400,99.9,0
,,,,,,,,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,,"Protein yoghurt, blueberry",200,62,5.3,0
01/09/19,,,,,,,,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,,"Protein yoghurt, blueberry",200,62,5.3,0
,,,,,,,,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,,,"Tomato, beef",200,20,3.1,1
,,,,,,,,,Pasty,226.7,251,21.1,0
,,,,,,,2,,"Wraps, mission deli seeded",60.9,304,50.1,6.2
,,,,,,,0.38,,Chicken breast fillets,640,137,0.2,0
,,,,,,,20,,"Cheddar, grated",1,416,0.2,0
,,,,,,,,4,"Tomato, beef",200,20,3.1,1
,,,,,,,50,,Lettuce,1,14,1.3,1.3
,,,,,,,35,,Cucumber,1,15,3.6,0.5
,,,,,,,40,,White cabbage,1,25,6,2.5
,,,,,,,25,,Sweetcorn,1,77,11.8,2.5
,,,,,,,0,,Tzatziki,1,129,4.4,0.3
,,,,,,,15,,"Mayonnnaise, Hellmanns light",1,264,6,0
