Date,,,,,,,Qty,Frac,Item,Unit,Cals,Carb,Fib.
,,,,,,,,,"Apples, braeburn",85,57,11.6,0
,,,,,,,1,,"Orange, with skin",120,47,12,2.4
,,,,,,,1,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,,,peach,75,45,9,1.5
,,,,,,,,,Nectarine,80,45,9,1.2
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,Onion,150,34.8,7.8,1.5
,,,,,,,120,4,Pepper Orange,1,32,7.6,1.4
,,,,,,,14,4,garlic paste,1,101,13.7,2
,,,,,,,,4,"Passata, carton",500,22,3.1,1.2
,,,,,,,2,3,"Rice, brown basmati micro",250,133,27.6,0.9
20/08/23,,,,,,,60,,grenade bar salted choc,1,376,34,4.1
,,,,,,,2,,"Wholemeal bread, Coop",45,231,37,7.7
,,,,,,,35,,Cheddar,1,416,0.2,0
,,,,,,,30,,Cucumber,1,15,3.6,0.5
,,,,,,,,,Hot cross buns,57.8,280,47.6,8
,,,,,,,,,Grapes (10),30,75,17,0
,,,,,,,50,,"cherries, with stones",1,58,13.4,0
,,,,,,,,3,Beef steaks,200,192,0.2,0.2
,,,,,,,240,,Salad inc sweetcorn,1,56,10,2.7
,,,,,,,50,,Coleslaw,1,181,5.4,1.5
,,,,,,,50,,Broccoli,1,32,3.9,2.6
,,,,,,,50,,Cauliflower,1,25,4.4,1.8
,,,,,,,50,,"Peas, frozen",1,85,10.8,5.6
,,,,,,,70,,"Mashed potatoes, pellet",3,103,15,1
21/08/23,,,,,,,2,,Hot cross buns,57.8,280,47.6,8
,,,,,,,2,,"Granary bread, slice",38,256,46.4,3.7
,,,,,,,35,,Cheddar,1,416,0.2,0
,,,,,,,0.8,,"Tomato, small",60,20,3.1,1
,,,,,,,,,"Cake, slice",150,365,68.9,2.6
,,,,,,,76,3,Carrots,1,41,9.6,2.8
,,,,,,,98,3,Green beans,1,32,3.1,3.4
,,,,,,,150,3,Cauliflower,1,25,4.4,1.8
,,,,,,,,3,Onion,256,34.8,7.8,1.5
,,,,,,,1,3,Chicken breast,320,137,0.2,0
,,,,,,,75,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,,3,Apple,110,57,11.6,0
,,,,,,,15,3,Tomato puree,1,89,13.7,2.5
,,,,,,,50,3,Coconut Cream,1,219,4.5,0.2
,,,,,,,,3,"Rice, brown basmati micro",250,133,27.6,0.9
,,,,,,,1,,magnum mint,100,236,24,0.6
21/09/23,,,,,,,0.8,,"Tomato, small",60,20,3.1,1
,,,,,,,2.5,,"Wholemeal bread, Coop",45,231,37,7.7
,,,,,,,35,,Cheddar,1,416,0.2,0
,,,,,,,2,,Bertolli spread,5,528,0.1,0
,,,,,,,1,,Chicken drumsticks,80,160,0,0
,,,,,,,2,,Sausages,56.6,211,3.7,0.9
,,,,,,,3,,Carrots,40,41,9.6,2.8
,,,,,,,3,,"Ham, slice",30,133,0.2,0
,,,,,,,1,,"Pear, ripe and ready",120,43,10.9,1.6
,,,,,,,,,Nectarine,115,45,9,1.2
,,,,,,,,,peach,90,45,9,1.5
,,,,,,,1,,"Orange, with skin",120,47,12,2.4
,,,,,,,1,3,Leeks,166.7,27,2.8,5
,,,,,,,,3,Onion,100,34.8,7.8,1.5
,,,,,,,,2,Cauliflower,100,25,5,1.8
,,,,,,,210,3.3,"Flour, plain",1,335,69.9,3.5
,,,,,,,270,3.3,"Milk, skimmed",1,37,5,0
,,,,,,,3,3.3,Eggs,50,143,0.7,0
22/09/23,,,,,,,2,,Hot cross buns,57.8,280,47.6,8
,,,,,,,,,Carrots,95,41,9.6,2.8
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,,4,Onion,100,34.8,7.8,1.5
,,,,,,,,4,"Pepper, red",115,32,7.6,1.4
,,,,,,,,4,"Sweetcorn, tin",157,77,11.8,2.5
,,,,,,,0.5,4,Chorizo,225,477,1.2,0.1
,,,,,,,,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,2,4,Smoked cod fillets,230,91,0.1,0.1
,,,,,,,,4,"Salmon fillets, Mowi",190,241,0.1,0.1
,,,,,,,,,Apple,113,57,11.6,0
,,,,,,,,2,"Pear, ripe and ready",140,43,10.9,1.6
,,,,,,,,,Nectarine,150,45,9,1.2
23/09/23,,,,,,,2,,"Eggs, boiled",49.7,145,4.4,0
,,,,,,,2,,"Wholemeal bread, Coop",45,231,37,7.7
,,,,,,,2,,Bertolli spread,5,528,0.1,0
,,,,,,,,,doner kebab meat,150,377,0,0
,,,,,,,0.5,,Pitta bread,56,241,42.3,3
,,,,,,,2,,Apricot,30,45,9,1.5
,,,,,,,1,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,,2,Watermelon,440,35,7.6,0.1
,,,,,,,1,,Home made salad,100,50,3.2,0
24/09/23,,,,,,,,2,Watermelon,440,35,7.6,0.1
,,,,,,,2,,Apricot,30,45,9,1.5
,,,,,,,2,,Hot cross buns,57.8,280,47.6,8
,,,,,,,1,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,2,,Chicken drumsticks,80,160,0,0
,,,,,,,150,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,,3,"Sweetcorn, tin",157,77,11.8,2.5
,,,,,,,,,Carrots,120,41,9.6,2.8
,,,,,,,,,Cauliflower,50,25,5,1.8
,,,,,,,,3,Green beans,120,32,3.1,3.4
,,,,,,,2,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,,,Olive oil,10,823,0,0
,,,,,,,,3,Butter,10,516,0.4,0
,,,,,,,,,"Gravy granules, beef",5,397,59.8,2.1
22/07/24,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
,,,,,,,1,,Smoked salmon slices,100,202,1.5,0.5
,,,,,,,75,,Ryvita Thins multi seed,1,435,64.3,1.6
,,,,,,,80,,smoked salmon pate,1,227,7.4,0
,,,,,,,150,,onken mango yogurt,1,96,13,0.2
,,,,,,,50,,"cherries, with stones",1,58,13.4,0
,,,,,,,2,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,1,,"Orange, with skin",120,47,12,2.4
,,,,,,,2,,"Olive oil, tsp",5,823,0,0
,,,,,,,1,,Tortelloni spinach & ricotta,300,161,25.7,1.7
23/07/24,,,,,,,2,,"Granary bread, slice",38,256,46.4,3.7
,,,,,,,1,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,78,,M&S ice lolly,1,104,18,0.5
,,,,,,,75,,"Spaghetti, dry",1,355.6,72.2,3.1
,,,,,,,,3,Onion,100,34.8,7.8,1.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,110,3,Courgette,1,17,3.1,1
,,,,,,,,3,"Sweetcorn, tin",157,77,11.8,2.5
,,,,,,,2,3,Tinned tomatoes,400,24,3.5,1
,,,,,,,1,2,Meatballs,350,170,20,0.2
,,,,,,,2,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,66,,Strawberries,1,33,6.1,0
,,,,,,,,,Nectarine,150,45,9,1.2
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,0
03/08/24,,,,,,,,,Lamb roast,100,258,0,0
,,,,,,,,,Carrots,40,41,9.6,2.8
,,,,,,,50,,Parsnip,1,72,11.4,4.5
,,,,,,,50,,Peas,1,85,10.8,5.6
,,,,,,,30,,"Cabbage, white",1,32,5,2.1
,,,,,,,,3,"Yorkshires, ""giant""",45,278,42.2,2.6
,,,,,,,50,,Clotted cream,1,586,2.3,0
,,,,,,,,,Custard,50,101,16.1,0
,,,,,,,,,Meringue nest,30,50,11.7,0
04/08/24,,,,,,,1,3,Tinned tomatoes,400,24,3.5,1
,,,,,,,1,,"Plum, ripe and ready",80,42,8.8,3.1
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,1.5,3,Onion,100,34.8,7.8,1.5
,,,,,,,110,3,Courgette,1,17,3.1,1
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Strawberries,250,30,6,0
,,,,,,,50,,"cherries, with stones",1,58,13.4,0
,,,,,,,240,,Salad inc sweetcorn,1,56,10,2.7
,,,,,,,,,Olive oil,10,823,0,0
,,,,,,,1,,"Orange, with skin",120,47,12,2.4
05/08/24,,,,,,,1,,Salad inc sweetcorn,300,56,10,2.7
,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,0
,,,,,,,1,,"Cheddar, grated",65,416,0.2,0
,,,,,,,1,4,Gammon steak,900,158,1,0.6
,,,,,,,,2,Broccoli,160,32,3.9,2.6
,,,,,,,1,3,Leeks,220,27,2.8,5
,,,,,,,1,3,"Peas, frozen",150,85,10.8,5.6
06/08/24,,,,,,,,,greek yoghurt natural full fat,86,103,4.2,0.3
,,,,,,,,,Strawberries,65,33,6.1,0
,,,,,,,,,Blueberries,65,43,8.7,3.5
,,,,,,,,,"Eggs, 3x medium egg omelette",100,155,1.1,0
,,,,,,,1,,Smoked salmon slices,50,202,1.5,0.5
,,,,,,,,,"Salmon fillets, Mowi",120,241,0.1,0.1
,,,,,,,1,2,"Peas, frozen",150,85,10.8,5.6
,,,,,,,,2,Broccoli,150,32,3.9,2.6
,,,,,,,,,Crunchy salad,150,27,3.7,0.9
,,,,,,,1,,"Coffee, milk, sugar (2)",100,49,12,0
07/08/24,,,,,,,,3,Chorizo,20,338,4.7,0.9
,,,,,,,,,Fast 800 Greek Salad,100,322,6.5,3.5
,,,,,,,,2,feta cheese,50,276,0.7,0
,,,,,,,,,Fast 800 chicken chorizo bake,100,421,17,7
08/08/24,,,,,,,,,"Fast 800 park, apple and leek",133,355,7,3.5
,,,,,,,,,Fast 800 Speedy Tomato Soup,100,192,20,6.5
,,,,,,,,,Fast 800 Warm Berry Compote,100,190,17,2.5
09/08/24,,,,,,,,,Strawberries,100,33,6.1,0
,,,,,,,,,Blueberries,100,43,8.7,3.5
,,,,,,,,,Fast 800 Turkey fajitas,100,195,7.5,3
,,,,,,,,,Carrots,40,41,9.6,2.8
,,,,,,,,,Cauliflower,50,25,5,1.8
,,,,,,,,,Courgette,75,17,3.1,1
,,,,,,,,,"Celery, stick",50,16,3,1.6
,,,,,,,,,Cucumber,30,15,3.6,0.5
,,,,,,,,,Fast 800 Mackerel Pate,100,298,2,0.5
,,,,,,,,,Ryvita Thins multi seed,18,435,64.3,1.6
,,,,,,,2,,"Wraps, sainsburys wholemeal",62,278,44.6,10.1
,,,,,,,,3,"Onion, medium",120,34.8,7.8,1.5
,,,,,,,1,,Smoked salmon slices,50,202,1.5,0.5
11/08/24,,,,,,,,,Fast 800 veggie bolognese,133,207,16,8
,,,,,,,1,3,Tinned tomatoes,100,24,3.5,1
,,,,,,,,3,Olive oil,30,823,0,0
12/08/24,,,,,,,1,,"Granary bread, slice",38,256,46.4,3.7
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,,4,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,,,Fast 800 bean chilli,100,346,26,10
,,,,,,,,,fast 800 advocado on toast,100,198,10.5,5
,,,,,,,1,,fast 800 spiced plum and peach,100,233,30,2.5
,,,,,,,,,streaky bacon,30,337,1,0.6
13/08/24,,,,,,,,,"Salted caramel latte frappe Costa, per drink",100,302,37,0
,,,,,,,,,Fast 800 Mackerel Pate,100,298,2,0.5
,,,,,,,,,Carrots,40,41,9.6,2.8
,,,,,,,,,Broccoli,50,32,3.9,2.6
,,,,,,,,,Cauliflower,75,25,5,1.8
,,,,,,,,,Courgette,75,17,3.1,1
,,,,,,,,,fast 00 salmon and leek quiche,100,507,2.5,2
,,,,,,,,2,Broccoli,150,32,3.9,2.6
,,,,,,,,2,Cauliflower,100,25,5,1.8
,,,,,,,50,2,Spinach,1,23,3.6,2.2
,,,,,,,,,Strawberries,65,33,6.1,0
,,,,,,,,,Blueberries,65,43,8.7,3.5
14/08/24,,,,,,,2,,fast 800 pear & cinnamon porridge,100,267,38,6
,,,,,,,,,Fast 800 chicken tikka masala,100,427,11.5,4
,,,,,,,1,2,Tinned tomatoes,400,24,3.5,1
,,,,,,,,2,"Rice, brown basmati micro",250,133,27.6,0.9
15/08/24,,,,,,,,,M&S potato & egg salad,100,57,5.4,1.3
,,,,,,,2,,"Tea, milk",15,37,5,0
,,,,,,,,,tandori mixed grill,100,515,10,1
,,,,,,,,2,take away matar paneer,100,232,42,0.5
,,,,,,,,,Strawberries,100,33,6.1,0
,,,,,,,,,Blueberries,30,43,8.7,3.5
,,,,,,,,,Nectarine,115,45,9,1.2
16/08/24,,,,,,,,2,natural greek yogurt,500,103,4.2,0.5
,,,,,,,,2,frozen raspberries,150,40,4.2,6.8
,,,,,,,,2,frozen strawberries & blueberries,200,42,7.6,2.6
,,,,,,,5,2,Dates,19,279,64.5,6.7
,,,,,,,,,fast 800 one pot roast chicken,100,460,20,8.5
,,,,,,,2,3,"Back bacon, rasher",26,229.2,0,0
,,,,,,,,3,1/2 Leek,90,27,2.8,5
,,,,,,,,2,Cauliflower,75,25,5,1.8
,,,,,,,1,3,"Peas, frozen",100,85,10.8,5.6
,,,,,,,,3,Vegetable stock cube,6,271,49.1,0.8
17/08/24,,,,,,,,,Fast 800 Greek Salad,100,322,6.5,3.5
,,,,,,,,,Fast 800 stir fry tuna with Hoisin,100,328,16.5,9
,,,,,,,,2,bamboo shoots,120,13,1.5,1.6
,,,,,,,,2,water chestnuts,140,28,5,1.6
,,,,,,,,,fast 800 pear & cinnamon porridge,100,267,38,6
,,,,,,,2,,Plum,60,50,12.5,4.5
18/08/24,,,,,,,,,fast 800 advocado on toast,100,198,10.5,5
,,,,,,,,2,sourdough bread,48,237,40.2,4.7
,,,,,,,,3,harricot beans,265,101,12.1,9.5
,,,,,,,2,3,"Back bacon, rasher",31,229.2,0,0
,,,,,,,4,3,fast 800 simple chicken casserole,100,303,9,44
,,,,,,,,,onken mango yogurt,150,96,13,0.2
,,,,,,,1,,"Orange, with skin",120,47,12,2.4
19/08/24,,,,,,,2,3,M&S vegetable soup,400,33,5.8,1.1
,,,,,,,,,M&S part baked rolls,66,278,56.1,1.8
,,,,,,,,,M&S colin caterpillar ini roll,100,159,19,0.5
,,,,,,,3,5,M&S puppy parade chocolates,53,561,55.4,1.5
,,,,,,,,,fast 800 one pot cassuolet,100,445,19,8
,,,,,,,3,3,"Olive oil, tsp",5,823,0,0
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,,3,Chorizo,25,338,4.7,0.9
20/08/24,,,,,,,,,M&S potato & egg salad,100,57,5.4,1.3
,,,,,,,3,,"Ham, slice",30,133,0.2,0
,,,,,,,1,,Chicken breast,30,137,0.2,0
,,,,,,,,,Roast beef,30,128,0,0
,,,,,,,,,Extra large king prawns,50,301,0.9,0.2
,,,,,,,,,Strawberries,100,33,6.1,0
,,,,,,,,,Blueberries,65,43,8.7,3.5
,,,,,,,,,Raspberries,60,31,4.4,0
,,,,,,,1,,Clotted cream,50,586,2.3,0
,,,,,,,,,Coleslaw,75,181,5.4,1.5
,,,,,,,,,"Bread, white crust",150,239,45.6,1
,,,,,,,,,Butter,10,516,0.4,0
,,,,,,,,,Paprika crisps,100,143,13.8,0.8
21/08/24,,,,,,,,,Strawberries,100,33,6.1,0
,,,,,,,,,Blueberries,100,43,8.7,3.5
,,,,,,,,,Raspberries,60,31,4.4,0
,,,,,,,,,onken mango yogurt,300,96,13,0.2
,,,,,,,,,Fast 800 Greek Salad,100,322,6.5,3.5
,,,,,,,,,Grapes (10),150,75,17,0
22/08/24,,,,,,,,4,"Goats cheese, french",50,291,1,0
,,,,,,,,2,"Rice, brown basmati micro",250,133,27.6,0.9
,,,,,,,,,frozen strawberries & blueberries,75,42,7.6,2.6
,,,,,,,,,frozen raspberries,75,40,4.2,6.8
,,,,,,,,,oatmeal,30,368,47.8,16.1
,,,,,,,,,Fast 800 beef strogonof,100,392,14,3
,,,,,,,,,Fast 800 Goats chees frittata,100,293,5,2
01/09/24,,,,,,,,,Ryvita Thins multi seed,18,435,64.3,1.6
,,,,,,,100,,Tzatziki,1,129,4.4,0.3
,,,,,,,,,Cucumber,30,15,3.6,0.5
,,,,,,,,,Broccoli,50,32,3.9,2.6
,,,,,,,,,Courgette,75,17,3.1,1
,,,,,,,50,,Oven chips,1,208,31,2.3
,,,,,,,,,Carrots,75,41,9.6,2.8
,,,,,,,,,Cod in breadcrumbs,220,211,22,0.8
02/09/24,,,,,,,,2,Broccoli,150,32,3.9,2.6
,,,,,,,,,"Rice, brown basmati micro",100,133,27.6,0.9
,,,,,,,1,,Chicken breast,100,137,0.2,0
,,,,,,,1,2,"Peas, frozen",100,85,10.8,5.6
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,,,Courgette,150,17,3.1,1
,,,,,,,,,Carrots,150,41,9.6,2.8
,,,,,,,,2,"Onion, medium",120,34.8,7.8,1.5
,,,,,,,1,2,Tinned tomatoes,400,24,3.5,1
,,,,,,,,,hummus,200,213,9.5,3.2
,,,,,,,,2,"Tikka Masala,pot",70,270,7.8,0.7
03/09/24,,,,,,,,,fast 800 advocado on toast,100,198,10.5,5
,,,,,,,,,Fast 800 mediterranean fish bake,100,384,15,7
,,,,,,,,,Watermelon cooler,250,30,8,0.4
,,,,,,,,,Fast 800 Warm Berry Compote,100,190,17,2.5
04/09/24,,,,,,,,,Fast 800 stir fry tuna with Hoisin,100,328,16.5,9
,,,,,,,3,2,"Olive oil, tsp",5,823,0,0
,,,,,,,2,,Fast 800 Warm Berry Compote,100,190,17,2.5
05/09/24,,,,,,,2,3,M&S vegetable soup,400,33,5.8,1.1
,,,,,,,1.33,,fast 800 one pot cassuolet,100,445,19,8
,,,,,,,,,M&S part baked rolls,75,278,56.1,1.8
,,,,,,,2,,"Coffee, milk, sugar (2)",100,49,12,0
06/09/24,,,,,,,,,"Pepper, red",60,32,7.6,1.4
,,,,,,,,,"Goats cheese, french",60,291,1,0
,,,,,,,,,"Onion, medium",50,34.8,7.8,1.5
,,,,,,,,,Courgette,50,17,3.1,1
,,,,,,,,,Olive oil,10,823,0,0
,,,,,,,,,"Olives, black",25,160,0.1,3
,,,,,,,3,,Eggs,50,155,1.1,0
,,,,,,,,,"Tomato, small",70,20,3.1,1
,,,,,,,,,Lettuce iceberg,80,14,1.3,1.3
,,,,,,,1,4,Chicken breast,200,137,0.2,0
,,,,,,,,4,Dried apricots,41,181,36.5,3
,,,,,,,,,fast 800 chicken tagine,100,447,27,10
07/09/24,,,,,,,,,"Goats cheese, french",60,291,1,0
,,,,,,,5,13,Ryvita Thins multi seed,125,435,64.3,10.6
,,,,,,,1,,Smoked salmon slices,100,202,1.5,0.5
,,,,,,,,,Blueberries,100,43,8.7,3.5
,,,,,,,,,Strawberries,50,33,6.1,0
,,,,,,,1,,"Orange, with skin",60,47,12,2.4
08/09/24,,,,,,,8,13,Ryvita Thins multi seed,125,435,64.3,10.6
,,,,,,,1,,Smoked salmon slices,100,202,1.5,0.5
,,,,,,,,,Cucumber,125,15,3.6,0.5
,,,,,,,,3,philadelphia original,165,226,4.3,0.2
,,,,,,,,,fast 800 one pot roast chicken,100,460,20,8.5
,,,,,,,2,8,JS TTD smoked back bacon,240,255,0.5,1
,,,,,,,,4,"JS TTD sage, onion, lemon stuffing",110,168,33.3,5.5
09/09/24,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,1,3,Tinned tomatoes,400,24,3.5,1
,,,,,,,,3,Courgette,75,17,3.1,1
,,,,,,,,3,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,,3,Onion,256,34.8,7.8,1.5
,,,,,,,,3,Pepper Orange,250,32,7.6,1.4
,,,,,,,,,"Salad, mixed",200,14,1.3,1.4
,,,,,,,,3,"Olives, black",50,160,0.1,3
,,,,,,,,3,Pesto,100,298,8.1,2.5
,,,,,,,,,"Salad, mixed",200,14,1.3,1.4
,,,,,,,,,Greek yoghurt with honey,100,141,13.7,0
,,,,,,,2,,"Toast, slice",39,234,41.9,4.7
10/09/24,,,,,,,,4,"Tomato, small",220,20,3.1,1
,,,,,,,,4,Pepper Orange,110,32,7.6,1.4
,,,,,,,,4,Onion,27,34.8,7.8,1.5
,,,,,,,,4,White cabbage,70,25,6,2.5
,,,,,,,,2,White cabbage,73,25,6,2.5
,,,,,,,,4,Carrots,44,41,9.6,2.8
,,,,,,,,2,Carrots,62,41,9.6,2.8
,,,,,,,,4,Lettuce iceberg,125,14,1.3,1.3
,,,,,,,,,Beef steaks,120,192,0.2,0.2
,,,,,,,,4,"Celery, stick",50,16,3,1.6
,,,,,,,,4,Cucumber,105,15,3.6,0.5
,,,,,,,,2,Salad cream,50,331,20.8,0
,,,,,,,,2,"Mayonnnaise, Hellmanns light",50,264,6,0
,,,,,,,,,"mushrooms, chestnut",75,13,0.4,0.6
,,,,,,,,,Strawberries,75,33,6.1,0
,,,,,,,,,Blueberries,75,43,8.7,3.5
,,,,,,,,,"Eggs, 3x medium egg omelette",100,155,1.1,0
,,,,,,,,,"Salad, mixed",100,14,1.3,1.4
11/09/24,,,,,,,2,,fast 800 pear & cinnamon porridge,100,267,38,6
,,,,,,,,,fast 800 simple dhicken casserole,100,303,9,4
,,,,,,,2,24,JS TTD smoked back bacon,240,255,0.5,1
,,,,,,,,3,Green beans,60,32,3.1,3.4
,,,,,,,,3,Leeks,120,27,2.8,5
12/09/24,,,,,,,1.33,,fast 800 one pot cassuolet,100,445,19,8
,,,,,,,,6,Pepper Orange,250,32,7.6,1.4
,,,,,,,,3,Leeks,120,27,2.8,5
,,,,,,,,3,Pak choi,200,22,1.9,5
,,,,,,,,3,Butter,22,516,0.4,0
,,,,,,,,3,Olive oil,10,823,0,0
,,,,,,,,,Sugar,9,400,99.9,0
,,,,,,,,,"Milk, skimmed",100,37,5,0
,,,,,,,,,Strawberries,75,33,6.1,0
,,,,,,,,,Blueberries,75,43,8.7,3.5
13/09/24,,,,,,,,,Fast 800 Greek Salad,100,322,6.5,3.5
,,,,,,,,,Lettuce iceberg,125,14,1.3,1.3
,,,,,,,,,fast 800 chicken in parma ham,100,321,10,3.5
,,,,,,,,3,Olive oil,15,823,0,0
,,,,,,,2,,"Salad, mixed",100,14,1.3,1.4
,,,,,,,,,Apple,113,57,11.6,0
,,,,,,,,,Strawberries,50,33,6.1,0
,,,,,,,,,Blueberries,50,43,8.7,3.5
15/09/24,,,,,,,,,Fast 800 bean chilli,100,346,26,10
,,,,,,,4,2,"Onion, medium",120,34.8,7.8,1.5
,,,,,,,1.54,3,Pepper Orange,250,32,7.6,1.4
,,,,,,,,4,Courgette,110,17,3.1,1
,,,,,,,4,3,"Half sugar, flat teaspoon",6,400,99.9,0
,,,,,,,2,,"Salad, mixed",100,14,1.3,1.4
,,,,,,,,,"Apples, braeburn",85,57,11.6,0
,,,,,,,1,,"Orange, with skin",120,47,12,2.4
16/09/24,,,,,,,,,"Eggs, 3x medium egg omelette",100,155,1.1,0
,,,,,,,,,"mushrooms, chestnut",100,13,0.4,0.6
,,,,,,,,,"Tomato, small",70,20,3.1,1
,,,,,,,1,,"Cheddar, grated",50,416,0.2,0
,,,,,,,,,Butter,14,516,0.4,0
,,,,,,,,,"Olive oil, tsp",5,823,0,0
17/09/24,,,,,,,,,fast 800 beef rendang,100,482,12.5,2.5
,,,,,,,,4,"Half sugar, flat teaspoon",6,400,99.9,0
,,,,,,,,4,Olive oil,15,823,0,0
,,,,,,,,4,Butter,14,516,0.4,0
,,,,,,,,4,"rice, basmati not micro",320,354,78.5,0.1
18/09/24,,,,,,,1,,Smoked salmon slices,100,202,1.5,0.5
,,,,,,,,,philadelphia original,100,226,4.3,0.2
,,,,,,,,,Cucumber,105,15,3.6,0.5
,,,,,,,5,13,Ryvita Thins multi seed,125,435,64.3,10.6
,,,,,,,,,Fast 800 Turkey fajitas,100,195,7.5,3
,,,,,,,,2,"Olive oil, tsp",5,823,0,0
19/09/24,,,,,,,,,"Ham, slice",30,133,0.2,0
,,,,,,,1.5,,M&S part baked rolls,50,237,50,3.7
,,,,,,,,3,M&S beetroot cocktail,180,60,11.4,2.5
,,,,,,,,,Grapes (10),65,75,17,0
,,,,,,,,,fast 800 pesto lentils,100,331,24,9
,,,,,,,,3,M&S couscous fruity moroccon,200,182,34.5,3.7
,,,,,,,,,mandarin,100,41,9.6,1.2
20/09/24,,,,,,,8,13,Ryvita Thins multi seed,125,435,64.3,10.6
,,,,,,,,2.5,philadelphia original,165,226,4.3,0.2
,,,,,,,1,,Smoked salmon slices,100,202,1.5,0.5
,,,,,,,,,Cucumber,105,15,3.6,0.5
,,,,,,,,,fast 800 one pot roast chicken,100,460,20,8.5
21/09/24,,,,,,,1.4,,fast 800 one pot cassuolet,100,445,19,8
,,,,,,,,2,Broccoli,150,32,3.9,2.6
,,,,,,,,2,"Coffee, milk, sugar (2)",100,49,12,0
,,,,,,,,,Nectarine,115,45,9,1.2
,,,,,,,,,"Apples, braeburn",85,57,11.6,0
22/09/24,,,,,,,,,"Eggs, 3x medium egg omelette",100,155,1.1,0
,,,,,,,,,"Ham, slice",30,133,0.2,0
,,,,,,,,,"Goats cheese, french",50,291,1,0
,,,,,,,2,,"Salad, mixed",100,14,1.3,1.4
,,,,,,,,,"mushrooms, chestnut",75,13,0.4,0.6
,,,,,,,,,Butter,14,516,0.4,0
,,,,,,,1.33,,Fast 800 bean chilli,100,346,26,10
,,,,,,,2,,Strawberries,75,33,6.1,0
23/09/24,,,,,,,,,fast 800 chicken pepper and chorizo bake,100,421,17,7
,,,,,,,,2,Broccoli,150,32,3.9,2.6
,,,,,,,,2,Carrots,150,41,9.6,2.8
,,,,,,,,2,Cauliflower,175,25,5,1.8
,,,,,,,,,drink,100,49,12,0
,,,,,,,,,Fast 800 Warm Berry Compote,100,190,17,2.5
,,,,,,,,,frozen strawberries & blueberries,150,42,7.6,2.6
24/09/24,,,,,,,,,sourdough bread,80,237,40.2,4.7
,,,,,,,,,sainsburys crunchy peanut butter,20,631,12.8,6.9
,,,,,,,,,"Jam, strawberry",10,254,61.9,1.7
,,,,,,,,,"Apples, braeburn",140,57,11.6,0
,,,,,,,,,fast 800 swedish spicy carrot and cod,100,279,9,5
,,,,,,,,2,Broccoli,150,32,3.9,2.6
,,,,,,,,2,Pak choi,200,22,1.9,5
,,,,,,,15,,"Tea, milk",1,37,5,0
,,,,,,,,,Sugar,5,400,99.9,0
,,,,,,,,,"Pear, conference",100,43,10.9,1.6
25/09/24,,,,,,,7,13,Ryvita Thins multi seed,125,435,64.3,10.6
,,,,,,,1,,Smoked salmon slices,100,202,1.5,0.5
,,,,,,,,2,philadelphia original,165,226,4.3,0.2
,,,,,,,,,"Tea, milk",15,37,5,0
,,,,,,,,,"Half sugar, teaspoon",4,400,98.9,0
,,,,,,,,,fast 800 chicken and lemon,100,360,0,0
,,,,,,,,2,"Onion, medium",110,34.8,7.8,1.5
,,,,,,,,2,Carrots,150,41,9.6,2.8
,,,,,,,,2,Pepper Orange,90,32,7.6,1.4
,,,,,,,3,2,"Olive oil, tsp",5,823,0,0
,,,,,,,,3,"Celery, stick",50,16,3,1.6
26/09/24,,,,,,,6,13,Ryvita Thins multi seed,125,435,64.3,10.6
,,,,,,,,2,philadelphia original,165,226,4.3,0.2
,,,,,,,,,Cucumber,105,15,3.6,0.5
,,,,,,,1,,Smoked salmon slices,100,202,1.5,0.5
,,,,,,,,,Beef steaks,150,192,0.2,0.2
,,,,,,,,,"Salad, mixed",300,14,1.3,1.4
27/09/24,,,,,,,2,,"Eggs, scrambled",50,143,0.4,0.4
,,,,,,,,2,sourdough bread,48,237,40.2,4.7
,,,,,,,1.4,,fast 800 one pot cassuolet,100,445,19,8
,,,,,,,1.5,,"Salad, mixed",100,14,1.3,1.4
